ElementID,Name,Abstract Data Type,Data Type Semantics,Status,Description,Units,Range,References,Requester,Revision,Date
171,postOctetTotalCount,unsigned64,totalCounter,current,"The definition of this Information Element is identical
to the definition of Information Element
'octetTotalCount', except that it reports a
potentially modified value caused by a middlebox
function after the packet passed the Observation Point.",octets,,,[RFC5102],0,2013-02-18
172,postPacketTotalCount,unsigned64,totalCounter,current,"The definition of this Information Element is identical
to the definition of Information Element
'packetTotalCount', except that it reports a
potentially modified value caused by a middlebox
function after the packet passed the Observation Point.",packets,,,[RFC5102],0,2013-02-18
173,flowKeyIndicator,unsigned64,flags,current,"This set of bit fields is used for marking the Information
Elements of a Data Record that serve as Flow Key.  Each bit
represents an Information Element in the Data Record, with 
the n-th least significant bit representing the n-th Information 
Element.
A bit set to value 1 indicates that the corresponding
Information Element is a Flow Key of the reported Flow.
A bit set to value 0 indicates that this is not the case.

            
            
              
If the Data Record contains more than 64 Information Elements,
the corresponding Template SHOULD be designed such that all
Flow Keys are among the first 64 Information Elements, because
the flowKeyIndicator only contains 64 bits.  If the Data Record
contains less than 64 Information Elements, then the bits in
the flowKeyIndicator for which no corresponding Information
Element exists MUST have the value 0.",,,,"[RFC5102][RFC Errata 
          4984]",1,2017-08-01
174,postMCastPacketTotalCount,unsigned64,totalCounter,current,"The total number of outgoing multicast packets sent for
packets of this Flow by a multicast daemon within the
Observation Domain since the Metering Process
(re-)initialization.  This property cannot necessarily
be observed at the Observation Point, but may be retrieved
by other means.",packets,,,[RFC5102],0,2013-02-18
175,postMCastOctetTotalCount,unsigned64,totalCounter,current,"The total number of octets in outgoing multicast packets
sent for packets of this Flow by a multicast daemon in the
Observation Domain since the Metering Process
(re-)initialization.  This property cannot necessarily be
observed at the Observation Point, but may be retrieved by
other means.
The number of octets includes IP header(s) and IP payload.",octets,,,[RFC5102],0,2013-02-18
176,icmpTypeIPv4,unsigned8,identifier,current,Type of the IPv4 ICMP message.,,,"See [RFC792] for the definition of the IPv4
ICMP type field.",[RFC5102],0,2013-02-18
177,icmpCodeIPv4,unsigned8,identifier,current,Code of the IPv4 ICMP message.,,,"See [RFC792] for the definition of the IPv4
ICMP code field.",[RFC5102],0,2013-02-18
178,icmpTypeIPv6,unsigned8,identifier,current,Type of the IPv6 ICMP message.,,,"See [RFC4443] for the definition of the IPv6
ICMP type field.",[RFC5102],0,2013-02-18
179,icmpCodeIPv6,unsigned8,identifier,current,Code of the IPv6 ICMP message.,,,"See [RFC4443] for the definition of the IPv6
ICMP code field.",[RFC5102],0,2013-02-18
180,udpSourcePort,unsigned16,identifier,current,The source port identifier in the UDP header.,,,"See [RFC768] for the definition of the UDP
source port field.
Additional information on defined UDP port numbers can be found at
[IANA registry service-names-port-numbers].",[RFC5102],0,2013-02-18
181,udpDestinationPort,unsigned16,identifier,current,The destination port identifier in the UDP header.,,,"See [RFC768] for the definition of the UDP
destination port field.
Additional information on defined UDP port numbers can be found at
[IANA registry service-names-port-numbers].",[RFC5102],0,2013-02-18
182,tcpSourcePort,unsigned16,identifier,current,The source port identifier in the TCP header.,,,"See [RFC793] for the definition of the TCP
source port field.
Additional information on defined TCP port numbers can be found at
[IANA registry service-names-port-numbers].",[RFC5102],0,2013-02-18
183,tcpDestinationPort,unsigned16,identifier,current,The destination port identifier in the TCP header.,,,"See [RFC793] for the definition of the TCP
destination port field.
Additional information on defined TCP port numbers can be found at
[IANA registry service-names-port-numbers].",[RFC5102],0,2013-02-18
184,tcpSequenceNumber,unsigned32,,current,The sequence number in the TCP header.,,,"See [RFC793] for the definition of the TCP
sequence number.",[RFC5102],0,2013-02-18
185,tcpAcknowledgementNumber,unsigned32,,current,The acknowledgement number in the TCP header.,,,"See [RFC793] for the definition of the TCP
acknowledgement number.",[RFC5102],0,2013-02-18
186,tcpWindowSize,unsigned16,,current,"The window field in the TCP header.
If the TCP window scale is supported,
then TCP window scale must be known
to fully interpret the value of this information.",,,"See [RFC793] for the definition of the TCP
window field.
See [RFC1323] for the definition of the TCP
window scale.",[RFC5102],0,2013-02-18
187,tcpUrgentPointer,unsigned16,,current,The urgent pointer in the TCP header.,,,"See [RFC793] for the definition of the TCP
urgent pointer.",[RFC5102],0,2013-02-18
188,tcpHeaderLength,unsigned8,,current,"The length of the TCP header.  Note that the value of this
Information Element is different from the value of the Data
Offset field in the TCP header.  The Data Offset field
indicates the length of the TCP header in units of 4 octets.
This Information Elements specifies the length of the TCP
header in units of octets.",octets,,"See [RFC793] for the definition of the TCP
header.",[RFC5102],0,2013-02-18
189,ipHeaderLength,unsigned8,,current,"The length of the IP header.  For IPv6, the value of this
Information Element is 40.",octets,,"See [RFC791] for the definition of the IPv4
header.
See [RFC8200] for the definition of the IPv6
header.",[RFC5102],0,2013-02-18
190,totalLengthIPv4,unsigned16,,current,The total length of the IPv4 packet.,octets,,"See [RFC791] for the specification of the IPv4
total length.",[RFC5102],0,2013-02-18
191,payloadLengthIPv6,unsigned16,,current,"This Information Element reports the value of the Payload
Length field in the IPv6 header.  Note that IPv6 extension
headers belong to the payload.  Also note that in case of a
jumbo payload option the value of the Payload Length field in
the IPv6 header is zero and so will be the value reported
by this Information Element.",octets,,"See [RFC8200] for the specification of the IPv6
payload length.
See [RFC2675] for the specification of the IPv6
jumbo payload option.",[RFC5102],0,2013-02-18
192,ipTTL,unsigned8,,current,"For IPv4, the value of the Information Element matches
the value of the Time to Live (TTL) field in the IPv4 packet
header.  For IPv6, the value of the Information Element
matches the value of the Hop Limit field in the IPv6
packet header.",hops,,"See [RFC791] for the definition of the IPv4
Time to Live field.
See [RFC2675] for the definition of the IPv6
Hop Limit field.",[RFC5102],0,2013-02-18
193,nextHeaderIPv6,unsigned8,,current,"The value of the Next Header field of the IPv6 header.
The value identifies the type of the following IPv6
extension header or of the following IP payload.
Valid values are defined in the IANA
Protocol Numbers registry.",,,"See [RFC8200] for the definition of the IPv6
Next Header field.
See the list of protocol numbers assigned by IANA at [IANA registry protocol-numbers].",[RFC5102],0,2013-02-18
194,mplsPayloadLength,unsigned32,,current,The size of the MPLS packet without the label stack.,octets,,"See [RFC3031] for the specification of MPLS
packets.
See [RFC3032] for the specification of the
MPLS label stack.",[RFC5102],0,2013-02-18
195,ipDiffServCodePoint,unsigned8,identifier,current,"The value of a Differentiated Services Code Point (DSCP)
encoded in the Differentiated Services field.  The
Differentiated Services field spans the most significant
6 bits of the IPv4 TOS field or the IPv6 Traffic Class
field, respectively.

            
            
              
This Information Element encodes only the 6 bits of the
Differentiated Services field.  Therefore, its value may
range from 0 to 63.",,0-63,"See [RFC3260] for the definition of the
Differentiated Services field.
See [RFC1812] (Section 5.3.2) and [RFC791] for the definition of the IPv4 TOS field.
See [RFC8200] for the definition of the IPv6
Traffic Class field.",[RFC5102],0,2013-02-18
196,ipPrecedence,unsigned8,identifier,current,"The value of the IP Precedence.  The IP Precedence value
is encoded in the first 3 bits of the IPv4 TOS field
or the IPv6 Traffic Class field, respectively.

            
            
              
This Information Element encodes only these 3 bits.
Therefore, its value may range from 0 to 7.",,0-7,"See [RFC1812] (Section 5.3.3) and [RFC791] for the definition of the IP Precedence.
See [RFC1812] (Section 5.3.2) and [RFC791] for the definition of the IPv4 TOS field.
See [RFC8200] for the definition of the IPv6
Traffic Class field.",[RFC5102],0,2013-02-18
197,fragmentFlags,unsigned8,flags,current,"Fragmentation properties indicated by flags in the IPv4
packet header or the IPv6 Fragment header, respectively.

            
            

Bit 0:    (RS) Reserved.
          The value of this bit MUST be 0 until specified
          otherwise.

Bit 1:    (DF) 0 = May Fragment,  1 = Don't Fragment.
          Corresponds to the value of the DF flag in the
          IPv4 header.  Will always be 0 for IPv6 unless
          a ""don't fragment"" feature is introduced to IPv6.

Bit 2:    (MF) 0 = Last Fragment, 1 = More Fragments.
          Corresponds to the MF flag in the IPv4 header
          or to the M flag in the IPv6 Fragment header,
          respectively.  The value is 0 for IPv6 if there
          is no fragment header.

Bits 3-7: (DC) Don't Care.
          The values of these bits are irrelevant.

     0   1   2   3   4   5   6   7
   +---+---+---+---+---+---+---+---+
   | R | D | M | D | D | D | D | D |
   | S | F | F | C | C | C | C | C |
   +---+---+---+---+---+---+---+---+",,,"See [RFC791] for the specification of the IPv4
fragment flags.
See [RFC8200] for the specification of the
IPv6 Fragment header.",[RFC5102],0,2013-02-18
198,octetDeltaSumOfSquares,unsigned64,,current,"The sum of the squared numbers of octets per incoming
packet since the previous report (if any) for this
Flow at the Observation Point.
The number of octets includes IP header(s) and IP payload.",,,,[RFC5102],0,2013-02-18
199,octetTotalSumOfSquares,unsigned64,,current,"The total sum of the squared numbers of octets in incoming
packets for this Flow at the Observation Point since the
Metering Process (re-)initialization for this Observation
Point.  The number of octets includes IP header(s) and IP
payload.",octets,,,[RFC5102],0,2013-02-18
200,mplsTopLabelTTL,unsigned8,,current,"The TTL field from the top MPLS label stack entry,
i.e., the last label that was pushed.",hops,,"See [RFC3032] for the specification of the TTL
field.",[RFC5102],0,2013-02-18
201,mplsLabelStackLength,unsigned32,,current,The length of the MPLS label stack in units of octets.,octets,,"See [RFC3032] for the specification of the
MPLS label stack.",[RFC5102],0,2013-02-18
202,mplsLabelStackDepth,unsigned32,,current,The number of labels in the MPLS label stack.,entries,,"See [RFC3032] for the specification of the
MPLS label stack.",[RFC5102],0,2013-02-18
203,mplsTopLabelExp,unsigned8,flags,current,"The Exp field from the top MPLS label stack entry,
i.e., the last label that was pushed.

            
            
Bits 0-4:  Don't Care, value is irrelevant.
Bits 5-7:  MPLS Exp field.

     0   1   2   3   4   5   6   7
   +---+---+---+---+---+---+---+---+
   |     don't care    |    Exp    |
   +---+---+---+---+---+---+---+---+",,,"See [RFC3032] for the specification of the
Exp field.
See [RFC3270] for usage of the Exp field.",[RFC5102],0,2013-02-18
204,ipPayloadLength,unsigned32,,current,"The effective length of the IP payload.

            
            
              
For IPv4 packets, the value of this Information Element is
the difference between the total length of the IPv4 packet
(as reported by Information Element totalLengthIPv4) and the
length of the IPv4 header (as reported by Information Element
headerLengthIPv4).

            
            
              
For IPv6, the value of the Payload Length field
in the IPv6 header is reported except in the case that
the value of this field is zero and that there is a valid
jumbo payload option.  In this case, the value of the
Jumbo Payload Length field in the jumbo payload option
is reported.",octets,,"See [RFC791] for the specification of IPv4
packets.
See [RFC8200] for the specification of the
IPv6 payload length.
See [RFC2675] for the specification of the
IPv6 jumbo payload length.",[RFC5102],0,2013-02-18
205,udpMessageLength,unsigned16,,current,The value of the Length field in the UDP header.,octets,,"See [RFC768] for the specification of the UDP
header.",[RFC5102],0,2013-02-18
206,isMulticast,unsigned8,flags,current,"If the IP destination address is not a reserved multicast
address, then the value of all bits of the octet (including
the reserved ones) is zero.

            
            
              
The first bit of this octet is set to 1 if the Version
field of the IP header has the value 4 and if the
Destination Address field contains a reserved multicast
address in the range from 224.0.0.0 to 239.255.255.255.
Otherwise, this bit is set to 0.

            
            
              
The second and third bits of this octet are reserved for
future use.

            
            
              
The remaining bits of the octet are only set to values
other than zero if the IP Destination Address is a
reserved IPv6 multicast address.  Then the fourth bit
of the octet is set to the value of the T flag in the
IPv6 multicast address and the remaining four bits are
set to the value of the scope field in the IPv6
multicast address.

            
            
      0      1      2      3      4      5      6      7
   +------+------+------+------+------+------+------+------+
   |   IPv6 multicast scope    |  T   | RES. | RES. | MCv4 |
   +------+------+------+------+------+------+------+------+

   Bits 0-3:  set to value of multicast scope if IPv6 multicast
   Bit  4:    set to value of T flag, if IPv6 multicast
   Bits 5-6:  reserved for future use
   Bit  7:    set to 1 if IPv4 multicast",,,"See [RFC1112] for the specification of
reserved IPv4 multicast addresses.
See [RFC4291] for the specification of
reserved IPv6 multicast addresses and the definition of the T flag and
the IPv6 multicast scope.
The diagram provided in [RFC5102] is incorrect.  
The diagram in this registry is taken from Errata 1736. See [RFC Errata 
          1736]",[RFC5102],0,2013-02-18
207,ipv4IHL,unsigned8,,current,"The value of the Internet Header Length (IHL) field in
the IPv4 header.  It specifies the length of the header
in units of 4 octets.  Please note that its unit is
different from most of the other Information Elements
reporting length values.",4-octet words,,"See [RFC791] for the specification of the IPv4
header.",[RFC5102],0,2013-02-18
208,ipv4Options,unsigned32,flags,current,"IPv4 options in packets of this Flow.
The information is encoded in a set of bit fields.  For
each valid IPv4 option type, there is a bit in this set.
The bit is set to 1 if any observed packet of this Flow
contains the corresponding IPv4 option type.  Otherwise,
if no observed packet of this Flow contained the
respective IPv4 option type, the value of the
corresponding bit is 0.

            
            
              
The list of valid IPv4 options is maintained by IANA.
Note that for identifying an option not just the 5-bit
Option Number, but all 8 bits of the Option Type need to
match one of the IPv4 options specified at
http://www.iana.org/assignments/ip-parameters.

            
            
              
Options are mapped to bits according to their option numbers.
Option number X is mapped to bit X.
The mapping is illustrated by the figure below.

            
            
        0      1      2      3      4      5      6      7
    +------+------+------+------+------+------+------+------+
... |  RR  |CIPSO |E-SEC |  TS  | LSR  |  SEC | NOP  | EOOL |
    +------+------+------+------+------+------+------+------+

        8      9     10     11     12     13     14     15
    +------+------+------+------+------+------+------+------+
... |ENCODE| VISA | FINN | MTUR | MTUP | ZSU  | SSR  | SID  | ...
    +------+------+------+------+------+------+------+------+

       16     17     18     19     20     21     22     23
    +------+------+------+------+------+------+------+------+
... | DPS  |NSAPA | SDB  |RTRALT|ADDEXT|  TR  | EIP  |IMITD | ...
    +------+------+------+------+------+------+------+------+

       24     25     26     27     28     29     30     31
    +------+------+------+------+------+------+------+------+
... |      | EXP  |   to be assigned by IANA  |  QS  | UMP  |
    +------+------+------+------+------+------+------+------+

       Type   Option
   Bit Value  Name    Reference
   ---+-----+-------+------------------------------------
   0      7   RR      Record Route, RFC 791
   1    134   CIPSO   Commercial Security
   2    133   E-SEC   Extended Security, RFC 1108
   3     68   TS      Time Stamp, RFC 791
   4    131   LSR     Loose Source Route, RFC791
   5    130   SEC     Security, RFC 1108
   6      1   NOP     No Operation, RFC 791
   7      0   EOOL    End of Options List, RFC 791
   8     15   ENCODE
   9    142   VISA    Experimental Access Control
   10   205   FINN    Experimental Flow Control
   11    12   MTUR    (obsoleted) MTU Reply, RFC 1191
   12    11   MTUP    (obsoleted) MTU Probe, RFC 1191
   13    10   ZSU     Experimental Measurement
   14   137   SSR     Strict Source Route, RFC 791
   15   136   SID     Stream ID, RFC 791
   16   151   DPS     Dynamic Packet State
   17   150   NSAPA   NSAP Address
   18   149   SDB     Selective Directed Broadcast
   19   147   ADDEXT  Address Extension
   20   148   RTRALT  Router Alert, RFC 2113
   21    82   TR      Traceroute, RFC 3193
   22   145   EIP     Extended Internet Protocol, RFC 1385
   23   144   IMITD   IMI Traffic Descriptor
   25    30   EXP     RFC3692-style Experiment
   25    94   EXP     RFC3692-style Experiment
   25   158   EXP     RFC3692-style Experiment
   25   222   EXP     RFC3692-style Experiment
   30    25   QS      Quick-Start
   31   152   UMP     Upstream Multicast Pkt.
   ...  ...   ...     Further options numbers
                      may be assigned by IANA",,,"See [RFC791] for the definition of IPv4
options.
See the list of IPv4 option numbers assigned by IANA at [IANA registry ip-parameters].
The diagram provided in [RFC5102] is incorrect.  
The diagram in this registry is taken from Errata 1737. See [RFC Errata 
          1737]",[RFC5102],0,2013-02-18
209,tcpOptions,unsigned64,flags,current,"TCP options in packets of this Flow.
The information is encoded in a set of bit fields.  For
each TCP option, there is a bit in this set.
The bit is set to 1 if any observed packet of this Flow
contains the corresponding TCP option.
Otherwise, if no observed packet of this Flow contained
the respective TCP option, the value of the
corresponding bit is 0.

            
            
              
Options are mapped to bits according to their option
numbers.  Option number X is mapped to bit X.
TCP option numbers are maintained by IANA.

            
            
        0     1     2     3     4     5     6     7
    +-----+-----+-----+-----+-----+-----+-----+-----+
    |   7 |   6 |   5 |   4 |   3 |   2 |   1 |   0 |  ...
    +-----+-----+-----+-----+-----+-----+-----+-----+

        8     9    10    11    12    13    14    15
    +-----+-----+-----+-----+-----+-----+-----+-----+
... |  15 |  14 |  13 |  12 |  11 |  10 |   9 |   8 |...
    +-----+-----+-----+-----+-----+-----+-----+-----+

       16    17    18    19    20    21    22    23
    +-----+-----+-----+-----+-----+-----+-----+-----+
... |  23 |  22 |  21 |  20 |  19 |  18 |  17 |  16 |...
    +-----+-----+-----+-----+-----+-----+-----+-----+

                          . . .

       56    57    58    59    60    61    62    63
    +-----+-----+-----+-----+-----+-----+-----+-----+
... |  63 |  62 |  61 |  60 |  59 |  58 |  57 |  56 |
    +-----+-----+-----+-----+-----+-----+-----+-----+",,,"See [RFC793] for the definition of TCP
options.
See the list of TCP option numbers assigned by IANA at [IANA registry tcp-parameters].
The diagram provided in [RFC5102] is incorrect.  
The diagram in this registry is taken from Errata 1739. See [RFC Errata 
          1739]",[RFC5102],0,2013-02-18
210,paddingOctets,octetArray,default,current,"The value of this Information Element is always a sequence of
0x00 values.",,,,[RFC5102],0,2013-02-18
211,collectorIPv4Address,ipv4Address,default,current,"An IPv4 address to which the Exporting Process sends Flow
information.",,,,[RFC5102],1,2014-02-03
212,collectorIPv6Address,ipv6Address,default,current,"An IPv6 address to which the Exporting Process sends Flow
information.",,,,[RFC5102],1,2014-02-03
213,exportInterface,unsigned32,identifier,current,"The index of the interface from which IPFIX Messages sent
by the Exporting Process to a Collector leave the IPFIX
Device.  The value matches the value of
managed object 'ifIndex' as defined in [RFC2863].
Note that ifIndex values are not assigned statically to an
interface and that the interfaces may be renumbered every
time the device's management system is re-initialized, as
specified in [RFC2863].",,,"See [RFC2863] for the definition of the
ifIndex object.",[RFC5102],0,2013-02-18
214,exportProtocolVersion,unsigned8,identifier,current,"The protocol version used by the Exporting Process for
sending Flow information.  The protocol version is given
by the value of the Version Number field in the Message
Header.

            
            
              
The protocol version is 10 for IPFIX and 9 for NetFlow
version 9.
A value of 0 indicates that no export protocol is in use.",,,"See the [IPFIX protocol
specification] for the definition of the IPFIX Message Header.
See [RFC3954] for the definition of the
NetFlow version 9 message header.",[RFC5102],0,2013-02-18
215,exportTransportProtocol,unsigned8,identifier,current,"The value of the protocol number used by the Exporting Process
for sending Flow information.
The protocol number identifies the IP packet payload type.
Protocol numbers are defined in the IANA Protocol Numbers
registry.

            
            
              
In Internet Protocol version 4 (IPv4), this is carried in the
Protocol field.  In Internet Protocol version 6 (IPv6), this
is carried in the Next Header field in the last extension
header of the packet.",,,"See [RFC791] for the specification of the IPv4
protocol field.
See [RFC8200] for the specification of the
IPv6 protocol field.
See the list of protocol numbers assigned by IANA at [IANA registry protocol-numbers].",[RFC5102],0,2013-02-18
216,collectorTransportPort,unsigned16,identifier,current,"The destination port identifier to which the Exporting
Process sends Flow information.  For the transport protocols
UDP, TCP, and SCTP, this is the destination port number.
This field MAY also be used for future transport protocols
that have 16-bit source port identifiers.",,,"See [RFC768] for the definition of the UDP
destination port field.
See [RFC793] for the definition of the TCP
destination port field.
See [RFC4960] for the definition of SCTP.

            
            
              
Additional information on defined UDP and TCP port numbers can be
found at [IANA registry service-names-port-numbers].",[RFC5102],0,2013-02-18
217,exporterTransportPort,unsigned16,identifier,current,"The source port identifier from which the Exporting
Process sends Flow information.  For the transport protocols
UDP, TCP, and SCTP, this is the source port number.
This field MAY also be used for future transport protocols
that have 16-bit source port identifiers.  This field may
be useful for distinguishing multiple Exporting Processes
that use the same IP address.",,,"See [RFC768] for the definition of the UDP
source port field.
See [RFC793] for the definition of the TCP
source port field.
See [RFC4960] for the definition of SCTP.

            
            
              
Additional information on defined UDP and TCP port numbers can be
found at [IANA registry service-names-port-numbers].",[RFC5102],0,2013-02-18
218,tcpSynTotalCount,unsigned64,totalCounter,current,"The total number of packets of this Flow with
TCP ""Synchronize sequence numbers"" (SYN) flag set.",packets,,"See [RFC793] for the definition of the TCP SYN
flag.",[RFC5102],0,2013-02-18
219,tcpFinTotalCount,unsigned64,totalCounter,current,"The total number of packets of this Flow with
TCP ""No more data from sender"" (FIN) flag set.",packets,,"See [RFC793] for the definition of the TCP FIN
flag.",[RFC5102],0,2013-02-18
220,tcpRstTotalCount,unsigned64,totalCounter,current,"The total number of packets of this Flow with
TCP ""Reset the connection"" (RST) flag set.",packets,,"See [RFC793] for the definition of the TCP RST
flag.",[RFC5102],0,2013-02-18
221,tcpPshTotalCount,unsigned64,totalCounter,current,"The total number of packets of this Flow with
TCP ""Push Function"" (PSH) flag set.",packets,,"See [RFC793] for the definition of the TCP PSH
flag.",[RFC5102],0,2013-02-18
222,tcpAckTotalCount,unsigned64,totalCounter,current,"The total number of packets of this Flow with
TCP ""Acknowledgment field significant"" (ACK) flag set.",packets,,"See [RFC793] for the definition of the TCP ACK
flag.",[RFC5102],0,2013-02-18
223,tcpUrgTotalCount,unsigned64,totalCounter,current,"The total number of packets of this Flow with
TCP ""Urgent Pointer field significant"" (URG) flag set.",packets,,"See [RFC793] for the definition of the TCP URG
flag.",[RFC5102],0,2013-02-18
224,ipTotalLength,unsigned64,,current,The total length of the IP packet.,octets,,"See [RFC791] for the specification of the IPv4
total length.
See [RFC8200] for the specification of the
IPv6 payload length.
See [RFC2675] for the specification of the
IPv6 jumbo payload length.",[RFC5102],0,2013-02-18
225,postNATSourceIPv4Address,ipv4Address,default,current,"The definition of this Information Element is identical to the 
definition of Information Element 'sourceIPv4Address', except 
that it reports a modified value caused by a NAT middlebox 
function after the packet passed the Observation Point.",,,"See [RFC791] for the definition of the IPv4 source 
address field.  See [RFC3022] for the definition of 
NAT.  See [RFC3234] for the definition of middleboxes.",[ipfix-iana_at_cisco.com],1,2014-02-03
226,postNATDestinationIPv4Address,ipv4Address,default,current,"The definition of this Information Element is identical to the 
definition of Information Element 'destinationIPv4Address', 
except that it reports a modified value caused by a NAT 
middlebox function after the packet passed the Observation 
Point.",,,"See [RFC791] for the definition of the IPv4 destination 
address field.  See [RFC3022] for the definition of 
NAT.  See [RFC3234] for the definition of middleboxes.",[ipfix-iana_at_cisco.com],1,2014-02-03
227,postNAPTSourceTransportPort,unsigned16,identifier,current,"The definition of this Information Element is identical to the 
definition of Information Element 'sourceTransportPort', except 
that it reports a modified value caused by a Network Address 
Port Translation (NAPT) middlebox function after the packet 
passed the Observation Point.",,,"See [RFC768] for the definition of the UDP source port 
field.  See [RFC793] for the definition of the TCP 
source port field.  See [RFC4960] for the definition of 
SCTP.     
See [RFC3022] for the definition of NAPT.  See [RFC3234] for the definition of middleboxes. 
Additional information on defined UDP and TCP port numbers can 
be found at http://www.iana.org/assignments/port-numbers.",[ipfix-iana_at_cisco.com],0,2013-02-18
228,postNAPTDestinationTransportPort,unsigned16,identifier,current,"The definition of this Information Element is identical to the 
definition of Information Element 'destinationTransportPort', 
except that it reports a modified value caused by a Network 
Address Port Translation (NAPT) middlebox function after the 
packet passed the Observation Point.",,,"See [RFC768] for the definition of the UDP source port 
field.  See [RFC793] for the definition of the TCP 
source port field.  See [RFC4960] for the definition of 
SCTP.     
See [RFC3022] for the definition of NAPT.  See [RFC3234] for the definition of middleboxes. 
Additional information on defined UDP and TCP port numbers can 
be found at [IANA registry service-names-port-numbers].",[ipfix-iana_at_cisco.com],0,2013-02-18
229,natOriginatingAddressRealm,unsigned8,identifier,current,"Indicates whether the session was created because traffic 
originated in the private or public address realm. 
postNATSourceIPv4Address, postNATDestinationIPv4Address, 
postNAPTSourceTransportPort, and 
postNAPTDestinationTransportPort are qualified with the address 
realm in perspective. 

            
            
              
The allowed values are: 

            
            
              
Private: 1 

            
            
              
Public:  2",,1-2,See [RFC3022] for the definition of NAT.,[ipfix-iana_at_cisco.com],1,2014-08-13
230,natEvent,unsigned8,identifier,current,"This Information Element identifies a NAT event. This IE identifies 
the type of a NAT event. Examples of NAT events include, but are not 
limited to, NAT translation create, NAT translation delete, Threshold 
Reached, or Threshold Exceeded, etc. Values for this Information 
Element are listed in the ""NAT Event Type"" registry, see 
[http://www.iana.org/assignments/ipfix/ipfix.xhtml#ipfix-nat-event-type]. 
New assignments of values will be administered by IANA and are 
subject to Expert Review [RFC8126]. Experts 
need to check definitions of new values for completeness, accuracy, 
and redundancy.",,,"See [RFC3022] for the definition of NAT.  See 
[RFC3234] for the definition of middleboxes.  
See [RFC8158] 
for the definitions of values 4-16.",[RFC8158],2,2017-03-15
231,initiatorOctets,unsigned64,deltaCounter,current,"The total number of layer 4 payload bytes in a flow from the 
initiator since the previous report. The initiator is the device 
which triggered the session creation, and remains the same for 
the life of the session.",octets,,"See #298, initiatorPackets.",[ipfix-iana_at_cisco.com],1,2014-08-13
232,responderOctets,unsigned64,deltaCounter,current,"The total number of layer 4 payload bytes in a flow from the 
responder since the previous report. The responder is the device 
which replies to the initiator, and remains the same for the life 
of the session.",octets,,"See #299, responderPackets.",[ipfix-iana_at_cisco.com],1,2014-08-13
233,firewallEvent,unsigned8,,current,"Indicates a firewall event.  The allowed values are: 

            
            
              
0 - Ignore (invalid) 

            
            
              
1 - Flow Created 

            
            
              
2 - Flow Deleted 

            
            
              
3 - Flow Denied

            
            
              
4 - Flow Alert 

            
            
              
5 - Flow Update",,,,[ipfix-iana_at_cisco.com],0,2013-02-18
234,ingressVRFID,unsigned32,,current,"An unique identifier of the VRFname where the packets of this 
flow are being received.  This identifier is unique per Metering 
Process",,,,[ipfix-iana_at_cisco.com],0,2013-02-18
235,egressVRFID,unsigned32,,current,"An unique identifier of the VRFname where the packets of this 
flow are being sent.  This identifier is unique per Metering 
Process",,,,[ipfix-iana_at_cisco.com],0,2013-02-18
236,VRFname,string,default,current,The name of a VPN Routing and Forwarding table (VRF).,,,See [RFC4364] for the definition of VRF.,[ipfix-iana_at_cisco.com],0,2013-02-18
237,postMplsTopLabelExp,unsigned8,flags,current,"The definition of this Information Element is identical to the
definition of Information Element 'mplsTopLabelExp', except
that it reports a potentially modified value caused by a
middlebox function after the packet passed the Observation
Point.",,,"See [RFC3032] for the specification of the Exp
field.
See [RFC3270] for usage of the Exp field.",[RFC5102],0,2013-02-18
238,tcpWindowScale,unsigned16,,current,The scale of the window field in the TCP header.,,,"See [RFC1323] for the definition of the TCP
window scale.",[RFC5102],0,2013-02-18
239,biflowDirection,unsigned8,identifier,current,"A description of the direction assignment method used to
assign the Biflow Source and Destination.  This Information Element
MAY be present in a Flow Data Record, or applied to all flows exported
from an Exporting Process or Observation Domain using IPFIX Options.
If this Information Element is not present in a Flow Record or
associated with a Biflow via scope, it is assumed that the
configuration of the direction assignment method is done out-of-band.
Note that when using IPFIX Options to apply this Information Element
to all flows within an Observation Domain or from an Exporting
Process, the Option SHOULD be sent reliably.  If reliable transport is
not available (i.e., when using UDP), this Information Element SHOULD
appear in each Flow Record.  This field may take the following
values:
            
            
+-------+------------------+----------------------------------------+
| Value | Name             | Description                            |
+-------+------------------+----------------------------------------+
| 0x00  | arbitrary        | Direction was assigned arbitrarily.    |
| 0x01  | initiator        | The Biflow Source is the flow          |
|       |                  | initiator, as determined by the        |
|       |                  | Metering Process' best effort to       |
|       |                  | detect the initiator.                  |
| 0x02  | reverseInitiator | The Biflow Destination is the flow     |
|       |                  | initiator, as determined by the        |
|       |                  | Metering Process' best effort to       |
|       |                  | detect the initiator.  This value is   |
|       |                  | provided for the convenience of        |
|       |                  | Exporting Processes to revise an       |
|       |                  | initiator estimate without re-encoding |
|       |                  | the Biflow Record.                     |
| 0x03  | perimeter        | The Biflow Source is the endpoint      |
|       |                  | outside of a defined perimeter.  The   |
|       |                  | perimeter's definition is implicit in  |
|       |                  | the set of Biflow Source and Biflow    |
|       |                  | Destination addresses exported in the  |
|       |                  | Biflow Records.                        |
+-------+------------------+----------------------------------------+",,,,[RFC5103],0,2013-02-18
